scenario,name,estimator,family,meas,maneuver,detect_hz,latency_s,jitter,timing,period_jit,lat_jit_s,stamp_jit_s,est_px_rms,held_px_rms,los_head_rms,los_att_rms,range_rms,range_bias,range_peak,size_rms,speed_rms,updates,rejects,steps,timeseries
s11,seed2_smooth,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,121.2664,1.6757,3.6614,9.4823,10.4262,8.5312,21.2167,0.0316,6.5874,191,0,2000,logs/auto_20260817_043411/runs/s11_IMM-EKF-LOS.csv
s11,seed2_smooth,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,1,0.200,0.0100,0.0020,6.5004,1.6757,0.9839,0.6430,8.6646,7.2123,17.8797,0.0316,5.0262,191,0,2000,logs/auto_20260817_043411/runs/s11_IMM-UKF-LOS.csv
s12,hi_jitter_jink,CV-pixel,CV,px,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,4.3785,3.2177,0.5853,0.5028,0.0000,0.0000,0.0000,0.0000,0.0000,189,0,2000,logs/auto_20260817_043411/runs/s12_CV-pixel.csv
s12,hi_jitter_jink,EKF,EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,7.2265,3.2177,0.9899,0.8060,2.3826,2.0613,5.1009,0.0866,2.3794,189,0,2000,logs/auto_20260817_043411/runs/s12_EKF.csv
s12,hi_jitter_jink,UKF,UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.2568,3.2177,1.2400,0.8049,2.0152,1.7627,4.4933,0.0605,2.0546,189,0,2000,logs/auto_20260817_043411/runs/s12_UKF.csv
s12,hi_jitter_jink,IMM-EKF,IMM-EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,7.5173,3.2177,1.0619,0.8078,0.7361,0.6289,1.7538,0.0430,0.9864,189,0,2000,logs/auto_20260817_043411/runs/s12_IMM-EKF.csv
s12,hi_jitter_jink,IMM-UKF,IMM-UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.9991,3.2177,1.3528,0.8788,1.6748,1.5394,3.7000,0.0885,1.0822,189,0,2000,logs/auto_20260817_043411/runs/s12_IMM-UKF.csv
s12,hi_jitter_jink,EKF-LOS,EKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.4753,3.2177,1.2928,0.8124,12.8777,11.5517,25.2106,0.0228,8.6561,189,0,2000,logs/auto_20260817_043411/runs/s12_EKF-LOS.csv
s12,hi_jitter_jink,UKF-LOS,UKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,13.0038,3.2177,2.1438,1.0640,13.0649,12.7014,23.4601,0.0228,8.1869,189,0,2000,logs/auto_20260817_043411/runs/s12_UKF-LOS.csv
s12,hi_jitter_jink,IMM-EKF-LOS,IMM-EKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,8.1079,3.2177,1.1809,0.8385,1.4335,1.0806,4.3251,0.0228,1.2984,189,0,2000,logs/auto_20260817_043411/runs/s12_IMM-EKF-LOS.csv
s12,hi_jitter_jink,IMM-UKF-LOS,IMM-UKF,los,jink,10.00,0.050,1,1,0.200,0.0100,0.0020,12.1971,3.2177,2.0266,0.9388,1.6112,1.2202,4.6823,0.0228,1.4072,189,0,2000,logs/auto_20260817_043411/runs/s12_IMM-UKF-LOS.csv
s13,stable_timing,CV-pixel,CV,px,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,2.1750,1.6409,0.3188,0.2427,0.0000,0.0000,0.0000,0.0000,0.0000,200,0,2000,logs/auto_20260817_043411/runs/s13_CV-pixel.csv
s13,stable_timing,EKF,EKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.6283,1.6409,0.4991,0.6665,1.5326,1.2919,3.5371,0.0549,1.2419,200,0,2000,logs/auto_20260817_043411/runs/s13_EKF.csv
s13,stable_timing,UKF,UKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,5.1570,1.6409,0.7309,0.7112,1.3570,1.1766,3.5365,0.0433,1.1953,200,0,2000,logs/auto_20260817_043411/runs/s13_UKF.csv
s13,stable_timing,IMM-EKF,IMM-EKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.9448,1.6409,0.5036,0.7322,1.0114,0.8676,2.9470,0.0385,0.9496,200,0,2000,logs/auto_20260817_043411/runs/s13_IMM-EKF.csv
s13,stable_timing,IMM-UKF,IMM-UKF,bbox,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,5.9314,1.6409,0.9677,0.8000,0.7201,0.5278,2.7633,0.0335,0.8155,200,0,2000,logs/auto_20260817_043411/runs/s13_IMM-UKF.csv
s13,stable_timing,EKF-LOS,EKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,151.4143,1.6409,15.7326,7.5693,28.5360,19.5217,85.2084,0.0344,12.1323,200,15,2000,logs/auto_20260817_043411/runs/s13_EKF-LOS.csv
s13,stable_timing,UKF-LOS,UKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,85.2590,1.6409,10.9138,6.5035,35.8668,28.9089,86.6563,0.0344,14.9192,200,10,2000,logs/auto_20260817_043411/runs/s13_UKF-LOS.csv
s13,stable_timing,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,4.6615,1.6409,0.7530,0.6100,8.2473,5.2652,22.7863,0.0344,5.9522,200,0,2000,logs/auto_20260817_043411/runs/s13_IMM-EKF-LOS.csv
s13,stable_timing,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,0,0.000,0.0000,0.0000,9.2375,1.6409,2.1355,0.9959,9.8355,7.5833,23.0393,0.0344,5.5379,200,0,2000,logs/auto_20260817_043411/runs/s13_IMM-UKF-LOS.csv
s14,heavy_period,CV-pixel,CV,px,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,2.2264,1.6158,0.3166,0.2559,0.0000,0.0000,0.0000,0.0000,0.0000,186,0,2000,logs/auto_20260817_043411/runs/s14_CV-pixel.csv
s14,heavy_period,EKF,EKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,5.0146,1.6158,0.5361,0.7332,1.1641,1.0172,3.1757,0.0464,1.0464,186,0,2000,logs/auto_20260817_043411/runs/s14_EKF.csv
s14,heavy_period,UKF,UKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,5.7098,1.6158,0.8127,0.7930,1.3439,1.1770,3.6919,0.0466,1.1418,186,0,2000,logs/auto_20260817_043411/runs/s14_UKF.csv
s14,heavy_period,IMM-EKF,IMM-EKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,4.8696,1.6158,0.5086,0.7196,1.0511,0.9112,3.3945,0.0419,0.7348,186,0,2000,logs/auto_20260817_043411/runs/s14_IMM-EKF.csv
s14,heavy_period,IMM-UKF,IMM-UKF,bbox,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,5.7934,1.6158,0.7210,0.8342,0.8254,0.6217,2.8748,0.0416,0.8014,186,0,2000,logs/auto_20260817_043411/runs/s14_IMM-UKF.csv
s14,heavy_period,EKF-LOS,EKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,296.4557,1.6158,26.8420,10.9937,29.5099,24.0397,65.0537,0.0344,14.7163,186,15,2000,logs/auto_20260817_043411/runs/s14_EKF-LOS.csv
s14,heavy_period,UKF-LOS,UKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,9.3677,1.6158,1.3575,1.3321,26.0681,23.1058,55.7703,0.0344,8.5507,186,0,2000,logs/auto_20260817_043411/runs/s14_UKF-LOS.csv
s14,heavy_period,IMM-EKF-LOS,IMM-EKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,7.4735,1.6158,0.7026,1.1441,7.2649,5.0674,18.2494,0.0344,3.9515,186,0,2000,logs/auto_20260817_043411/runs/s14_IMM-EKF-LOS.csv
s14,heavy_period,IMM-UKF-LOS,IMM-UKF,los,smooth,10.00,0.050,1,1,0.400,0.0100,0.0020,8.3252,1.6158,1.7679,0.9603,8.2414,6.8053,17.4631,0.0344,3.8864,186,0,2000,logs/auto_20260817_043411/runs/s14_IMM-UKF-LOS.csv
s15,heavy_stamp,CV-pixel,CV,px,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,2.1972,1.6124,0.2937,0.2523,0.0000,0.0000,0.0000,0.0000,0.0000,189,0,2000,logs/auto_20260817_043411/runs/s15_CV-pixel.csv
s15,heavy_stamp,EKF,EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,6.0231,1.6124,0.8518,0.6465,0.8114,0.7049,2.0650,0.0450,1.4305,189,0,2000,logs/auto_20260817_043411/runs/s15_EKF.csv
s15,heavy_stamp,UKF,UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,7.5555,1.6124,1.1924,0.6643,0.9385,0.6732,3.6642,0.0254,1.5860,189,0,2000,logs/auto_20260817_043411/runs/s15_UKF.csv
s15,heavy_stamp,IMM-EKF,IMM-EKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,6.8569,1.6124,0.9295,0.7786,1.9162,1.8426,3.8111,0.0972,1.0964,189,0,2000,logs/auto_20260817_043411/runs/s15_IMM-EKF.csv
s15,heavy_stamp,IMM-UKF,IMM-UKF,bbox,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,8.4771,1.6124,1.2690,0.8363,2.0752,1.9504,4.5199,0.1073,1.1333,189,0,2000,logs/auto_20260817_043411/runs/s15_IMM-UKF.csv
s15,heavy_stamp,EKF-LOS,EKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,215.9139,1.6124,15.9173,5.9351,6.6761,5.9099,16.7489,0.0228,6.2437,189,0,2000,logs/auto_20260817_043411/runs/s15_EKF-LOS.csv
s15,heavy_stamp,UKF-LOS,UKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,13.6795,1.6124,2.3514,1.0237,12.4301,12.1178,22.9255,0.0228,7.7668,189,0,2000,logs/auto_20260817_043411/runs/s15_UKF-LOS.csv
s15,heavy_stamp,IMM-EKF-LOS,IMM-EKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,251.1940,1.6124,19.1474,7.1890,4.2385,3.2409,15.3301,0.0228,5.5370,189,0,2000,logs/auto_20260817_043411/runs/s15_IMM-EKF-LOS.csv
s15,heavy_stamp,IMM-UKF-LOS,IMM-UKF,los,jink,10.00,0.050,1,1,0.200,0.0150,0.0080,12.2901,1.6124,2.0928,0.8510,1.1436,0.8329,4.9450,0.0228,1.1251,189,0,2000,logs/auto_20260817_043411/runs/s15_IMM-UKF-LOS.csv
